text,label,language,source
Your subscription has been renewed successfully. No action needed.,Safe,EN,synthetic
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। Sent from our secure servers.,Safe,HI,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached.,Safe,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। For support, contact helpdesk.",Safe,HI,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। For support, contact helpdesk.",Safe,HI,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें।,Safe,HI,synthetic
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.",Phishing,EN,synthetic
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached.,Safe,EN,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
"Hello, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। For support, contact helpdesk.",Phishing,HI,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। For support, contact helpdesk.",Safe,HI,synthetic
हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है।,Safe,HI,synthetic
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)),Safe,EN,Enron (public corpus) (sanitized)
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
Your subscription has been renewed successfully. No action needed.,Safe,EN,synthetic
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। If you have questions, reply to this email.",Safe,HI,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) Sent from our secure servers.,Safe,EN,HuggingFace (phishing datasets) (sanitized)
"You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। For support, contact helpdesk.",Safe,HI,synthetic
"Attention: Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. Sent from our secure servers.",Phishing,EN,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK].",Phishing,EN,synthetic
"Dear Customer, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें।",Phishing,HI,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,EN,Kaggle (phishing collections) (sanitized)
"Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,EN,Kaggle (phishing collections) (sanitized)
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
"We received your request. A representative will contact you within 2 business days. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
Thank you for your purchase. Your invoice is attached to this email.,Safe,EN,synthetic
"नोटिस: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,HI,Kaggle (phishing collections) (sanitized)
"Hello, आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें। If you have questions, reply to this email.",Phishing,HI,synthetic
"सूचना: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,NP,HuggingFace (phishing datasets) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. If you have questions, reply to this email.",Safe,EN,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Hello, your order #63633 has been shipped. Track it using the tracking number attached.",Safe,EN,synthetic
"Attention: तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.",Phishing,EN,synthetic
"आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद। For support, contact helpdesk.",Safe,HI,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्। Sent from our secure servers.,Phishing,NP,synthetic
Unusual login attempt from a new device. Secure your account here: [LINK].,Phishing,EN,synthetic
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.",Phishing,EN,synthetic
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
We received your request. A representative will contact you within 2 business days. (sanitized sample from Kaggle (phishing collections)),Safe,EN,Kaggle (phishing collections) (sanitized)
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Attention: You won a reward! Claim your prize by filling the form at [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"सूचना: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Phishing,NP,Kaggle (phishing collections) (sanitized)
"We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
"Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours. If you have questions, reply to this email.",Phishing,EN,synthetic
"Thank you for your purchase. Your invoice is attached to this email. If you have questions, reply to this email.",Safe,EN,synthetic
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें।,Safe,HI,synthetic
We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)),Safe,HI,HuggingFace (phishing datasets) (sanitized)
"Hello, Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
"Dear Customer, आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें। Sent from our secure servers.",Phishing,HI,synthetic
"Attention: You won a reward! Claim your prize by filling the form at [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है।,Safe,HI,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"सूचना: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,NP,PhishTank (verified phishing) (sanitized)
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्।,Safe,NP,synthetic
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK].",Phishing,EN,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Phishing,EN,Kaggle (phishing collections) (sanitized)
नोटिस: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,HI,PhishTank (verified phishing) (sanitized)
तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्।,Phishing,NP,synthetic
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्।,Safe,NP,synthetic
"Dear Customer, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"Hello, your order #58191 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"Thank you for your purchase. Your invoice is attached to this email. If you have questions, reply to this email.",Safe,EN,synthetic
Attention: Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"नोटिस: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,HI,HuggingFace (phishing datasets) (sanitized)
नोटिस: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from HuggingFace (phishing datasets)),Phishing,HI,HuggingFace (phishing datasets) (sanitized)
Password reset requested. Reset using: [LINK]. This expires in 24 hours.,Phishing,EN,synthetic
Welcome to our newsletter! Here are this month's updates and tips.,Safe,EN,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
"Hello, your order #33853 has been shipped. Track it using the tracking number attached. Sent from our secure servers.",Safe,EN,synthetic
"Dear Customer, You won a reward! Claim your prize by filling the form at [LINK].",Phishing,EN,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. For support, contact helpdesk.",Safe,EN,synthetic
Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें।,Safe,HI,synthetic
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
"टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। For support, contact helpdesk.",Safe,NP,synthetic
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। If you have questions, reply to this email.",Safe,HI,synthetic
Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्।,Safe,NP,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्। Sent from our secure servers.,Phishing,NP,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Safe,EN,Kaggle (phishing collections) (sanitized)
"नोटिस: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,HI,PhishTank (verified phishing) (sanitized)
"हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। If you have questions, reply to this email.",Safe,HI,synthetic
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
सूचना: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)),Phishing,NP,PhishTank (verified phishing) (sanitized)
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
"Hello, प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्।",Phishing,NP,synthetic
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,EN,Kaggle (phishing collections) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"नमस्कार, तपाईंको बुकिंग सफल भयो। विवरण यस ईमेलमा संलग्न छन्।",Safe,NP,synthetic
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK].",Phishing,EN,synthetic
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें।,Safe,HI,synthetic
Attention: Your payment could not be processed. Update billing information here: [LINK].,Phishing,EN,synthetic
"Dear Customer, तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्।",Phishing,NP,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। If you have questions, reply to this email.",Phishing,HI,synthetic
Thank you for your purchase. Your invoice is attached to this email. Sent from our secure servers.,Safe,EN,synthetic
"Hello, नयाँ उपकरणबाट असामान्य लगइन। यदि यो तपाईंले गर्नुभएको होइन भने [LINK] मा गएर सुरक्षित गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"सूचना: We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,NP,PhishTank (verified phishing) (sanitized)
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद। Sent from our secure servers.,Safe,NP,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from HuggingFace (phishing datasets)),Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"नोटिस: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,HI,HuggingFace (phishing datasets) (sanitized)
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)),Safe,EN,Kaggle (phishing collections) (sanitized)
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद। Sent from our secure servers.,Safe,NP,synthetic
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। If you have questions, reply to this email.",Safe,HI,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. Sent from our secure servers.,Safe,EN,synthetic
हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। Sent from our secure servers.,Safe,HI,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Kaggle (phishing collections)),Safe,EN,Kaggle (phishing collections) (sanitized)
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. For support, contact helpdesk.",Safe,EN,synthetic
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. Sent from our secure servers.",Phishing,EN,synthetic
We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)),Phishing,EN,PhishTank (verified phishing) (sanitized)
"Dear Customer, पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Phishing,EN,Enron (public corpus) (sanitized)
Attention: You won a reward! Claim your prize by filling the form at [LINK].,Phishing,EN,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,EN,PhishTank (verified phishing) (sanitized)
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्।,Safe,NP,synthetic
"Hello, नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Hello, Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। Sent from our secure servers.,Safe,NP,synthetic
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। Sent from our secure servers.,Safe,HI,synthetic
"Hello, your order #39620 has been shipped. Track it using the tracking number attached. Sent from our secure servers.",Safe,EN,synthetic
"पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्। If you have questions, reply to this email.",Phishing,NP,synthetic
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद।,Safe,NP,synthetic
"Dear Customer, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। Sent from our secure servers.",Phishing,HI,synthetic
सूचना: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,NP,SpamAssassin (public corpus) (sanitized)
You won a reward! Claim your prize by filling the form at [LINK].,Phishing,EN,synthetic
नोटिस: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,HI,Enron (public corpus) (sanitized)
"हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। If you have questions, reply to this email.",Safe,HI,synthetic
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्।,Safe,NP,synthetic
टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। Sent from our secure servers.,Safe,HI,synthetic
आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें।,Phishing,HI,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। If you have questions, reply to this email.",Safe,HI,synthetic
Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Safe,EN,SpamAssassin (public corpus) (sanitized)
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद। Sent from our secure servers.,Safe,HI,synthetic
"टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। For support, contact helpdesk.",Safe,NP,synthetic
"Attention: पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्। If you have questions, reply to this email.",Phishing,NP,synthetic
"नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,HI,HuggingFace (phishing datasets) (sanitized)
Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from SpamAssassin (public corpus)),Safe,EN,SpamAssassin (public corpus) (sanitized)
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. Sent from our secure servers.",Phishing,EN,synthetic
You won a reward! Claim your prize by filling the form at [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"नोटिस: Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Safe,HI,Enron (public corpus) (sanitized)
"Hello, नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें।",Phishing,HI,synthetic
"Dear Customer, You won a reward! Claim your prize by filling the form at [LINK].",Phishing,EN,synthetic
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)),Phishing,EN,Enron (public corpus) (sanitized)
"Attention: पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Attention: प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। Sent from our secure servers.",Phishing,HI,synthetic
"Dear Customer, तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"Dear Customer, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। Sent from our secure servers.",Phishing,HI,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
"टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। For support, contact helpdesk.",Safe,NP,synthetic
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.",Phishing,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं।",Safe,HI,synthetic
"Hello, नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें।",Phishing,HI,synthetic
"Attention: You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Hello, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। Sent from our secure servers.",Phishing,HI,synthetic
